run_name,final_train_accuracy,final_val_accuracy,final_train_loss,final_val_loss,lr,weight_decay,dropout,hidden_dim,layers_to_unfreeze,batch_size
run_108: lr: 0.0002 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9556935382024836,0.930746561886051,0.1175642252263207,0.1930215766539976,0.0002,0.0001,0.5,128,3,64
run_109: lr: 0.0002 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.970743001473374,0.9297642436149312,0.0740084087394195,0.2377590911210403,0.0002,0.0001,0.5,256,2,32
run_110: lr: 0.0002 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9606398652915176,0.9184675834970528,0.1006192894932019,0.2619032660144251,0.0002,0.0001,0.5,256,2,64
run_111: lr: 0.0002 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.967585771416544,0.9341846758349704,0.0922401798353888,0.2265160229562073,0.0002,0.0001,0.5,256,3,32
run_112: lr: 0.0002 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9680067354241212,0.930746561886051,0.0849347834372816,0.2355299847299317,0.0002,0.0001,0.5,256,3,64
run_113: lr: 0.0002 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.948642391075563,0.9204322200392928,0.1333718016175966,0.2234938181278045,0.0002,0.0001,0.6,128,2,32
run_114: lr: 0.0002 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9537992001683856,0.9219056974459724,0.1190123519121383,0.2170993660545536,0.0002,0.0001,0.6,128,2,64
run_115: lr: 0.0002 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9714796884866344,0.9341846758349704,0.0783627977980121,0.2420862807301266,0.0002,0.0001,0.6,128,3,32
run_116: lr: 0.0002 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9619027573142496,0.9351669941060904,0.1023054765704003,0.21916049534422,0.0002,0.0001,0.6,128,3,64
run_117: lr: 0.0002 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9625342033256156,0.9263261296660116,0.0946056286425458,0.2248197174932961,0.0002,0.0001,0.6,256,2,32
run_118: lr: 0.0002 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9605346242896232,0.9302554027504912,0.1011519228647104,0.2611394968974332,0.0002,0.0001,0.6,256,2,64
run_119: lr: 0.0002 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9646390233635024,0.9297642436149312,0.0958788318163945,0.2010251835047145,0.0002,0.0001,0.6,256,3,32
run_120: lr: 0.0002 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.967059566407072,0.9356581532416502,0.087879516912961,0.1964550462125092,0.0002,0.0001,0.6,256,3,64
run_121: lr: 0.0002 weight_decay: 0.001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.966428120395706,0.9268172888015715,0.0953777154201496,0.2392567476085689,0.0002,0.001,0.4,128,2,32
run_122: lr: 0.0002 weight_decay: 0.001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9695853504525362,0.9209233791748526,0.0722177813781911,0.3305064077344531,0.0002,0.001,0.4,128,2,64
run_123: lr: 0.0002 weight_decay: 0.001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9730583035150494,0.9415520628683692,0.0752848116294807,0.2104440490643847,0.0002,0.001,0.4,128,3,32
run_124: lr: 0.0002 weight_decay: 0.001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9661123973900232,0.9341846758349704,0.0912316071312193,0.2014630509792938,0.0002,0.001,0.4,128,3,64
run_125: lr: 0.0002 weight_decay: 0.001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9649547463691854,0.9233791748526522,0.0910490742523691,0.2461818908954182,0.0002,0.001,0.4,256,2,32
run_126: lr: 0.0002 weight_decay: 0.001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9641128183540308,0.924852652259332,0.0974359050239419,0.2323943902326707,0.0002,0.001,0.4,256,2,64
run_127: lr: 0.0002 weight_decay: 0.001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9695853504525362,0.9346758349705304,0.0765388971349485,0.2561464860947521,0.0002,0.001,0.4,256,3,32
run_128: lr: 0.0002 weight_decay: 0.001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9781098716059776,0.9327111984282906,0.0619631914609709,0.2523184162811586,0.0002,0.001,0.4,256,3,64
run_129: lr: 0.0002 weight_decay: 0.001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.9553778151968008,0.9233791748526522,0.1160994760035038,0.2111614510080318,0.0002,0.001,0.5,128,2,32
run_130: lr: 0.0002 weight_decay: 0.001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.949589560092612,0.9223968565815324,0.1299060262070031,0.2118246866232754,0.0002,0.001,0.5,128,2,64
run_131: lr: 0.0002 weight_decay: 0.001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9674805304146497,0.9346758349705304,0.0857611870833432,0.2426787880789086,0.0002,0.001,0.5,128,3,32
run_132: lr: 0.0002 weight_decay: 0.001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9719006524942118,0.9317288801571708,0.0765560813996195,0.2164187702425336,0.0002,0.001,0.5,128,3,64
run_133: lr: 0.0002 weight_decay: 0.001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.96579667438434,0.9238703339882122,0.0899132396441664,0.2677074324610425,0.0002,0.001,0.5,256,2,32
run_134: lr: 0.0002 weight_decay: 0.001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9674805304146497,0.9292730844793712,0.0850363143715224,0.2458411410655863,0.0002,0.001,0.5,256,2,64
run_135: lr: 0.0002 weight_decay: 0.001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9563249842138496,0.9322200392927308,0.1134753784737576,0.2007529410315871,0.0002,0.001,0.5,256,3,32
run_136: lr: 0.0002 weight_decay: 0.001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9659019153862344,0.93614931237721,0.0876672892254751,0.2187403213591379,0.0002,0.001,0.5,256,3,64
run_137: lr: 0.0002 weight_decay: 0.001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.9605346242896232,0.9297642436149312,0.1017030927977344,0.2267204118500992,0.0002,0.001,0.6,128,2,32
run_138: lr: 0.0002 weight_decay: 0.001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.964533782361608,0.9273084479371316,0.0937356677410527,0.2523235361913332,0.0002,0.001,0.6,128,2,64
run_139: lr: 0.0002 weight_decay: 0.001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9615870343085666,0.9341846758349704,0.1056141788549635,0.2326407423334412,0.0002,0.001,0.6,128,3,32
run_140: lr: 0.0002 weight_decay: 0.001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.969480109450642,0.9332023575638506,0.0843685745037943,0.2328892127118551,0.0002,0.001,0.6,128,3,64
run_141: lr: 0.0002 weight_decay: 0.001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9544306461797516,0.9184675834970528,0.1158338620273897,0.2373459271222997,0.0002,0.001,0.6,256,2,32
run_142: lr: 0.0002 weight_decay: 0.001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9677962534203324,0.9214145383104124,0.0832612526147673,0.2681575469628767,0.0002,0.001,0.6,256,2,64
run_143: lr: 0.0002 weight_decay: 0.001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9712692064828456,0.9327111984282906,0.074305615594665,0.2203133969123096,0.0002,0.001,0.6,256,3,32
run_144: lr: 0.0002 weight_decay: 0.001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9636918543464532,0.9346758349705304,0.0941338150253724,0.2810070130147025,0.0002,0.001,0.6,256,3,64
run_145: lr: 0.0005 weight_decay: 0.0 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.955798779204378,0.925343811394892,0.1150175923259289,0.2531208028259352,0.0005,0.0,0.4,128,2,32
run_146: lr: 0.0005 weight_decay: 0.0 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9597979372763628,0.9258349705304518,0.1071061846131501,0.2194413867704058,0.0005,0.0,0.4,128,2,64
run_147: lr: 0.0005 weight_decay: 0.0 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9661123973900232,0.9410609037328094,0.0928646780713574,0.1991024187423859,0.0005,0.0,0.4,128,3,32
run_148: lr: 0.0005 weight_decay: 0.0 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9602189012839402,0.93811394891945,0.1083274826554844,0.1953380631908686,0.0005,0.0,0.4,128,3,64
run_149: lr: 0.0005 weight_decay: 0.0 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9672700484108608,0.9263261296660116,0.0852524743081581,0.2414426048138052,0.0005,0.0,0.4,256,2,32
run_150: lr: 0.0005 weight_decay: 0.0 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9667438434013892,0.9302554027504912,0.0907625493059733,0.2343277999717735,0.0005,0.0,0.4,256,2,64
run_151: lr: 0.0005 weight_decay: 0.0 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9505367291096612,0.93664047151277,0.1350856930099018,0.2019993253271799,0.0005,0.0,0.4,256,3,32
run_152: lr: 0.0005 weight_decay: 0.0 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9671648074089664,0.9341846758349704,0.0894094372587288,0.2115232631242111,0.0005,0.0,0.4,256,3,64
run_153: lr: 0.0005 weight_decay: 0.0 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.9619027573142496,0.9233791748526522,0.1031976781975241,0.2257169288251922,0.0005,0.0,0.5,128,2,32
run_154: lr: 0.0005 weight_decay: 0.0 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9730583035150494,0.9287819253438112,0.0697807021795059,0.2630818518416586,0.0005,0.0,0.5,128,2,64
run_155: lr: 0.0005 weight_decay: 0.0 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9648495053672912,0.9415520628683692,0.0936912090727917,0.2096971353490366,0.0005,0.0,0.5,128,3,32
run_156: lr: 0.0005 weight_decay: 0.0 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9594822142706798,0.9400785854616897,0.1088705095547772,0.1809597677589633,0.0005,0.0,0.5,128,3,64
run_157: lr: 0.0005 weight_decay: 0.0 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9537992001683856,0.9287819253438112,0.1179567948579662,0.22486277734074,0.0005,0.0,0.5,256,2,32
run_158: lr: 0.0005 weight_decay: 0.0 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9469585350452536,0.925343811394892,0.1361507703802054,0.204754664205849,0.0005,0.0,0.5,256,2,64
run_159: lr: 0.0005 weight_decay: 0.0 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9537992001683856,0.9390962671905696,0.130811846722329,0.1877476823587548,0.0005,0.0,0.5,256,3,32
run_160: lr: 0.0005 weight_decay: 0.0 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9649547463691854,0.93762278978389,0.0960968174581351,0.2095517497399935,0.0005,0.0,0.5,256,3,64
run_161: lr: 0.0005 weight_decay: 0.0 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.95706167122711,0.9287819253438112,0.1077922233800854,0.2425277556909325,0.0005,0.0,0.6,128,2,32
run_162: lr: 0.0005 weight_decay: 0.0 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9655861923805514,0.9268172888015715,0.0933909312539842,0.2951047257730675,0.0005,0.0,0.6,128,2,64
run_163: lr: 0.0005 weight_decay: 0.0 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9575878762365816,0.9351669941060904,0.1176258462575881,0.2132446075293778,0.0005,0.0,0.6,128,3,32
run_164: lr: 0.0005 weight_decay: 0.0 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9588507682593138,0.931237721021611,0.1136017983684826,0.2046190636682604,0.0005,0.0,0.6,128,3,64
run_165: lr: 0.0005 weight_decay: 0.0 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9643233003578192,0.9322200392927308,0.0915538803247922,0.2170159211400567,0.0005,0.0,0.6,256,2,32
run_166: lr: 0.0005 weight_decay: 0.0 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9671648074089664,0.9336935166994106,0.0852392976609603,0.2698983286007916,0.0005,0.0,0.6,256,2,64
run_167: lr: 0.0005 weight_decay: 0.0 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9631656493369816,0.93713163064833,0.1018555456659927,0.1992980421013939,0.0005,0.0,0.6,256,3,32
run_168: lr: 0.0005 weight_decay: 0.0 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9526415491475478,0.9386051080550096,0.1273005721858114,0.1937746886010254,0.0005,0.0,0.6,256,3,64
run_169: lr: 0.0005 weight_decay: 0.0001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.955483056198695,0.9287819253438112,0.1142541608890591,0.2245242207481257,0.0005,0.0001,0.4,128,2,32
run_170: lr: 0.0005 weight_decay: 0.0001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9683224584298042,0.9277996070726916,0.081776744612165,0.2373228492343355,0.0005,0.0001,0.4,128,2,64
run_171: lr: 0.0005 weight_decay: 0.0001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9642180593559252,0.93664047151277,0.0936377789810303,0.2233776462891949,0.0005,0.0001,0.4,128,3,32
run_172: lr: 0.0005 weight_decay: 0.0001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.968848663439276,0.93664047151277,0.0835594620435671,0.2326224951296752,0.0005,0.0001,0.4,128,3,64
run_173: lr: 0.0005 weight_decay: 0.0001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9406440749315932,0.9233791748526522,0.1563658667373496,0.2093308725648638,0.0005,0.0001,0.4,256,2,32
run_174: lr: 0.0005 weight_decay: 0.0001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9633761313407704,0.9302554027504912,0.0921780772239026,0.2494279905011939,0.0005,0.0001,0.4,256,2,64
run_175: lr: 0.0005 weight_decay: 0.0001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9653757103767628,0.93762278978389,0.0899026823565097,0.2191258201371944,0.0005,0.0001,0.4,256,3,32
run_176: lr: 0.0005 weight_decay: 0.0001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9504314881077668,0.9327111984282906,0.1295094423214025,0.2135095463988823,0.0005,0.0001,0.4,256,3,64
run_177: lr: 0.0005 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.9648495053672912,0.930746561886051,0.096147600463367,0.2465418992172524,0.0005,0.0001,0.5,128,2,32
run_178: lr: 0.0005 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9764260155756682,0.9317288801571708,0.064123397774585,0.2978312938761383,0.0005,0.0001,0.5,128,2,64
run_179: lr: 0.0005 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.967585771416544,0.9351669941060904,0.0932151940236641,0.2202766385763766,0.0005,0.0001,0.5,128,3,32
run_180: lr: 0.0005 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.974426436539676,0.93664047151277,0.0718956964219452,0.236344180693795,0.0005,0.0001,0.5,128,3,64
run_181: lr: 0.0005 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.969480109450642,0.9297642436149312,0.0776903248991691,0.256198472293983,0.0005,0.0001,0.5,256,2,32
run_182: lr: 0.0005 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9655861923805514,0.9332023575638506,0.0900259439801509,0.2133888753903169,0.0005,0.0001,0.5,256,2,64
run_183: lr: 0.0005 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9696905914544306,0.9400785854616897,0.0808194586781734,0.2177647459293278,0.0005,0.0001,0.5,256,3,32
run_184: lr: 0.0005 weight_decay: 0.0001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9752683645548306,0.93614931237721,0.0698516855408011,0.2285824269349073,0.0005,0.0001,0.5,256,3,64
run_185: lr: 0.0005 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.9540096821721742,0.9282907662082516,0.1194038166019809,0.2013674937554567,0.0005,0.0001,0.6,128,2,32
run_186: lr: 0.0005 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.96263944432751,0.9223968565815324,0.0968595712403138,0.2379396982886233,0.0005,0.0001,0.6,128,2,64
run_187: lr: 0.0005 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.956114502210061,0.9332023575638506,0.1210512913680407,0.2344518835365421,0.0005,0.0001,0.6,128,3,32
run_188: lr: 0.0005 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9527467901494422,0.9351669941060904,0.1266711487545951,0.2114974438178047,0.0005,0.0001,0.6,128,3,64
run_189: lr: 0.0005 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9449589560092612,0.930746561886051,0.1436665847629365,0.2165419510574846,0.0005,0.0001,0.6,256,2,32
run_190: lr: 0.0005 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9685329404335928,0.931237721021611,0.0814769442154592,0.2525748129209507,0.0005,0.0001,0.6,256,2,64
run_191: lr: 0.0005 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9671648074089664,0.9390962671905696,0.0954208557802334,0.2231368467153172,0.0005,0.0001,0.6,256,3,32
run_192: lr: 0.0005 weight_decay: 0.0001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9787413176173436,0.9341846758349704,0.0636065043062065,0.2709531585570637,0.0005,0.0001,0.6,256,3,64
run_193: lr: 0.0005 weight_decay: 0.001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.9527467901494422,0.9282907662082516,0.1252086968362093,0.2191616474762412,0.0005,0.001,0.4,128,2,32
run_194: lr: 0.0005 weight_decay: 0.001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9468532940433592,0.924852652259332,0.1393448620394791,0.2389934530778109,0.0005,0.001,0.4,128,2,64
run_195: lr: 0.0005 weight_decay: 0.001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9659019153862344,0.9386051080550096,0.0905019931171353,0.1915128619386311,0.0005,0.001,0.4,128,3,32
run_196: lr: 0.0005 weight_decay: 0.001 dropout: 0.4 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.972005893496106,0.93713163064833,0.0776370619126707,0.2253913218942278,0.0005,0.001,0.4,128,3,64
run_197: lr: 0.0005 weight_decay: 0.001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9625342033256156,0.9292730844793712,0.098601340794345,0.2528981700803067,0.0005,0.001,0.4,256,2,32
run_198: lr: 0.0005 weight_decay: 0.001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.95390444117028,0.9258349705304518,0.121305271456227,0.2476360933719777,0.0005,0.001,0.4,256,2,64
run_199: lr: 0.0005 weight_decay: 0.001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.972953062513155,0.9405697445972494,0.0734500961624818,0.2168330688153948,0.0005,0.001,0.4,256,3,32
run_200: lr: 0.0005 weight_decay: 0.001 dropout: 0.4 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9597979372763628,0.9346758349705304,0.1039203586928362,0.2227590234551308,0.0005,0.001,0.4,256,3,64
run_201: lr: 0.0005 weight_decay: 0.001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.9487476320774574,0.9263261296660116,0.1317984274429939,0.2076099502372835,0.0005,0.001,0.5,128,2,32
run_202: lr: 0.0005 weight_decay: 0.001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.9686381814354872,0.9336935166994106,0.0824140238102625,0.2498112552468107,0.0005,0.001,0.5,128,2,64
run_203: lr: 0.0005 weight_decay: 0.001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.9661123973900232,0.9410609037328094,0.0913192648036784,0.2072130491323988,0.0005,0.001,0.5,128,3,32
run_204: lr: 0.0005 weight_decay: 0.001 dropout: 0.5 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9734792675226268,0.9400785854616897,0.0702138866682701,0.2290681690153298,0.0005,0.001,0.5,128,3,64
run_205: lr: 0.0005 weight_decay: 0.001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.972321616501789,0.9317288801571708,0.0751179765962445,0.2327698863793918,0.0005,0.001,0.5,256,2,32
run_206: lr: 0.0005 weight_decay: 0.001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9587455272574196,0.9302554027504912,0.1073660403772344,0.2841740538657062,0.0005,0.001,0.5,256,2,64
run_207: lr: 0.0005 weight_decay: 0.001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9725320985055778,0.93762278978389,0.0761977643961719,0.231649977431316,0.0005,0.001,0.5,256,3,32
run_208: lr: 0.0005 weight_decay: 0.001 dropout: 0.5 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.95706167122711,0.930746561886051,0.1150318916359341,0.2040778233986238,0.0005,0.001,0.5,256,3,64
run_209: lr: 0.0005 weight_decay: 0.001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 32,0.9594822142706798,0.931237721021611,0.1094979976676914,0.2426307464571036,0.0005,0.001,0.6,128,2,32
run_210: lr: 0.0005 weight_decay: 0.001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 2 batch_size: 64,0.955483056198695,0.9273084479371316,0.1170118690047501,0.2236816510265374,0.0005,0.001,0.6,128,2,64
run_211: lr: 0.0005 weight_decay: 0.001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 32,0.97137444748474,0.9386051080550096,0.0830476213363415,0.2148402706959627,0.0005,0.001,0.6,128,3,32
run_212: lr: 0.0005 weight_decay: 0.001 dropout: 0.6 hidden_dim: 128 layers_to_unfreeze: 3 batch_size: 64,0.9534834771627025,0.9415520628683692,0.12325277549499487,0.17975612103295,0.0005,0.001,0.6,128,3,64
run_213: lr: 0.0005 weight_decay: 0.001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 32,0.9564302252157441,0.9297642436149312,0.11131004293644661,0.2360873829522161,0.0005,0.001,0.6,256,2,32
run_214: lr: 0.0005 weight_decay: 0.001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 2 batch_size: 64,0.9628499263312986,0.9287819253438113,0.09880382040518679,0.22284755459117514,0.0005,0.001,0.6,256,2,64
run_215: lr: 0.0005 weight_decay: 0.001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 32,0.9463270890338875,0.9361493123772101,0.14437239909424227,0.21749524412080207,0.0005,0.001,0.6,256,3,32
run_216: lr: 0.0005 weight_decay: 0.001 dropout: 0.6 hidden_dim: 256 layers_to_unfreeze: 3 batch_size: 64,0.9500105241001894,0.931237721021611,0.13075897762353134,0.20682457645656083,0.0005,0.001,0.6,256,3,64
